Match #1,,,,,,,,
Map: Map2,,,,,,,,
Start Time: 7/06/2025 9:01:14 PM,,,,,,,,
---,,,,,,,,
Team A using BDI,,,,,,,,
Team B using BehaviorTree,,,,,,,,
---,,,,,,,,
Match ended after 493.4 seconds,,,,,,,,
Winner: TeamA - TeamB has no commanders left.,,,,,,,,
,,,,,,,,
--- Final Match Metrics ---,,,,,,,,
Winner: TeamA.,,,,,,,,
Match Duration: 493.4 seconds,,,,,,,,
Team A Final Unit Count: 11,,,,,,,,
Team B Final Unit Count: 10,,,,,,,,
Team A Final Health %: 97.5,,,,,,,,
Team B Final Health %: 85.7,,,,,,,,
Team A Camp Count: 7,,,,,,,,
Team B Camp Count: 2,,,,,,,,
Team A Combat Encounters: 151,,,,,,,,
Team B Combat Encounters: 80,,,,,,,,
Team A Scouted Cells: 7549 cells,,,,,,,,
Team B Scouted Cells: 9549 cells,,,,,,,,
Team A Avg Reaction Time: 0.26 seconds,,,,,,,,
Team B Avg Reaction Time: 0.15 seconds,,,,,,,,
,,,,,,,,
--- Time Series Data ---,,,,,,,,
Time,TeamA_Units,TeamB_Units,TeamA_Health%,TeamB_Health%,TeamA_CombatEncounters,TeamB_CombatEncounters,TeamA_AvgReactionTime,TeamB_AvgReactionTime
10,15,15,100,100,0,8,N/A,N/A
20,15,15,100,100,0,8,N/A,N/A
30.1,15,15,100,100,0,12,N/A,N/A
40.1,15,15,100,100,0,12,N/A,N/A
50.2,15,15,100,100,0,17,N/A,N/A
60.2,15,15,100,100,4,17,N/A,N/A
70.2,15,15,100,100,15,17,N/A,N/A
80.2,15,15,100,100,19,17,N/A,N/A
90.2,15,15,100,100,19,17,N/A,N/A
100.2,15,15,100,100,19,17,N/A,N/A
110.3,15,15,100,100,28,17,N/A,N/A
120.3,15,15,100,100,51,17,N/A,N/A
130.3,15,15,100,100,51,17,N/A,N/A
140.4,15,15,100,100,51,20,N/A,N/A
150.4,15,15,100,100,51,21,N/A,N/A
160.5,15,15,100,100,51,22,N/A,N/A
170.6,15,15,100,100,51,32,N/A,0.18
180.7,15,15,100,100,51,40,N/A,0.15
190.8,14,15,99.9,100,51,42,N/A,0.14
200.8,13,14,86.2,100,64,47,0.14,0.14
210.8,13,14,86.2,100,78,47,0.31,0.14
220.9,13,14,92.9,100,79,47,0.5,0.14
231,13,14,95.9,94.9,84,55,0.3,0.28
241,13,13,99.2,100,86,56,0.32,0.28
251.1,13,13,99.2,100,86,56,0.32,0.28
261.2,13,13,99.2,100,86,56,0.32,0.28
271.3,13,13,99.2,100,86,56,0.32,0.28
281.3,13,13,99.2,100,86,56,0.32,0.28
291.3,13,13,99.2,100,94,56,0.25,0.28
301.4,13,13,99.2,100,101,56,0.24,0.28
311.4,13,13,99.2,100,108,56,0.68,0.28
321.4,13,13,99.2,99.7,117,56,0.61,0.28
331.4,13,13,99.2,99.7,124,56,0.61,0.28
341.5,13,13,99.2,99.7,131,56,0.61,0.28
351.5,13,13,99.5,99.7,133,56,0.55,0.28
361.5,13,13,99.5,99.7,133,56,0.55,0.28
371.6,13,13,99.5,99.7,133,56,0.55,0.28
381.6,13,13,99.5,99.7,133,56,0.55,0.28
391.6,13,13,99.9,99.7,135,56,0.55,0.28
401.7,13,13,100,99.7,135,56,0.55,0.28
411.8,13,13,100,99.7,135,56,0.55,0.28
421.8,13,13,100,99.7,135,56,0.55,0.28
431.9,13,13,100,99.7,135,56,0.55,0.28
441.9,13,13,100,99.7,135,56,0.55,0.28
451.9,13,13,98.9,99.7,135,61,0.55,0.25
462,13,13,90.8,99.7,135,72,0.55,0.18
472,11,13,97.5,97.5,138,80,0.33,0.15
482.1,11,12,97.5,86.2,146,80,0.19,0.15
492.1,11,11,97.5,86.9,150,80,0.19,0.15
